id,filtered_words_str,features_str,label_index
R170,large animal fine late human every evening small. team professor ground know page southern. experts discuss ongoing developments technology breakthrough.,"(10000,[468,1020,1417,2227,2543,2827,3079,3445,3614,4506,4687,5286,6431,6487,7022,7360,7779,8303,9462,9681],[4.137164559405029,2.6902455764687034,5.523458920524919,2.7200985396183848,3.2721671219184243,4.42484663185681,3.8187108282864943,5.523458920524919,0.691153161953081,0.691153161953081,0.691153161953081,4.42484663185681,3.7316994512968646,3.7316994512968646,3.914021008090819,4.42484663185681,3.383392757028649,4.42484663185681,0.691153161953081,3.914021008090819])",1.0
F110,mother keep group shoulder ever. natural beat cold street long computer south. — shocking claims celebrity scandal surface internet.,"(10000,[354,503,2569,3486,3684,3920,4640,4921,4988,5850,6756,7281,7766,7936,8151,8338,8404,8904,9594],[4.270695952029551,0.691153161953081,3.5085558999826545,2.849310271098391,3.7316994512968646,4.137164559405029,4.830311739964974,2.849310271098391,4.270695952029551,0.691153161953081,3.577548771469606,0.6792718340663283,4.019381523748645,0.691153161953081,3.914021008090819,0.691153161953081,5.117993812416755,3.577548771469606,4.019381523748645])",0.0
F048,important local letter recent example have. — shocking claims secret cure surface internet.,"(10000,[228,503,564,1967,3892,4882,5591,5850,6747,7281,7936,8338,9606],[4.137164559405029,0.691153161953081,4.270695952029551,4.42484663185681,2.5530444549552183,4.830311739964974,4.019381523748645,0.691153161953081,2.5530444549552183,0.6792718340663283,0.691153161953081,0.691153161953081,3.8187108282864943])",0.0
F082,area executive decide despite. magazine evening environment. — shocking claims hoax surface internet.,"(10000,[503,4330,4377,5089,5286,5649,5850,7281,7936,8293,8338,8413,9966],[0.691153161953081,5.523458920524919,2.60568818844064,4.019381523748645,4.42484663185681,4.019381523748645,0.691153161953081,0.6792718340663283,0.691153161953081,3.7316994512968646,0.691153161953081,3.4440173788450834,3.914021008090819])",0.0
F187,nature school budget side case should. question take everyone different turn center finish. north scene little necessary. lot visit nice whose. — shocking claims miracle drug surface internet.,"(10000,[320,503,698,855,1107,1256,1480,1590,1778,2679,2947,3370,3611,3886,4943,4991,5844,5850,6342,6383,6683,7281,7688,7860,7936,8338,8893,9781],[3.577548771469606,0.691153161953081,4.42484663185681,4.019381523748645,5.523458920524919,3.125563647726549,3.914021008090819,3.7316994512968646,4.137164559405029,3.914021008090819,4.270695952029551,4.830311739964974,3.914021008090819,4.42484663185681,4.270695952029551,2.6330871626287546,3.8187108282864943,0.691153161953081,3.383392757028649,5.117993812416755,4.42484663185681,0.6792718340663283,5.117993812416755,3.0385522707369192,0.691153161953081,0.691153161953081,3.7316994512968646,4.019381523748645])",0.0
F027,find information result everyone whose personal add. make building view war everybody matter. capital year entire project entire feeling research. — shocking claims miracle drug surface internet.,"(10000,[399,503,613,1256,2230,2561,3525,5850,5852,6541,7066,7281,7293,7510,7860,7936,7939,7968,8190,8338,8344,8719,8824,8893,8899,9539],[4.42484663185681,0.691153161953081,3.914021008090819,3.125563647726549,4.019381523748645,4.42484663185681,4.019381523748645,0.691153161953081,4.019381523748645,4.270695952029551,2.849310271098391,0.6792718340663283,3.914021008090819,3.8187108282864943,3.0385522707369192,0.691153161953081,3.914021008090819,5.523458920524919,4.607168188650764,0.691153161953081,4.019381523748645,4.270695952029551,8.274329118810059,3.7316994512968646,4.42484663185681,4.270695952029551])",0.0
F202,look low agency whatever plan. fly especially region though professor still town build. — shocking claims hoax surface internet.,"(10000,[503,765,2543,3385,3712,4377,4715,5598,5850,5944,7281,7695,7936,8159,8173,8338,8411,9087,9939],[0.691153161953081,4.42484663185681,3.2721671219184243,4.830311739964974,5.523458920524919,2.60568818844064,3.8187108282864943,4.607168188650764,0.691153161953081,4.270695952029551,0.6792718340663283,4.42484663185681,0.691153161953081,3.7316994512968646,3.577548771469606,0.691153161953081,3.2721671219184243,5.117993812416755,3.914021008090819])",0.0
F197,recently figure may. forget rock media green congress. — shocking claims secret cure surface internet.,"(10000,[503,551,574,1209,2034,2513,3892,4110,5850,6572,6747,7146,7281,7936,8338],[0.691153161953081,4.270695952029551,4.607168188650764,3.8187108282864943,4.137164559405029,4.830311739964974,2.5530444549552183,4.42484663185681,0.691153161953081,4.830311739964974,2.5530444549552183,4.42484663185681,0.6792718340663283,0.691153161953081,0.691153161953081])",0.0
R128,various interest none consider when. behind question account their. member choice serve. experts discuss ongoing developments climate change.,"(10000,[70,312,821,2059,2947,3614,4108,4346,4506,4687,6053,6422,6647,6790,7160,9187,9462,9831],[4.42484663185681,3.914021008090819,2.849310271098391,2.6902455764687034,4.270695952029551,0.691153161953081,4.830311739964974,4.270695952029551,0.691153161953081,0.691153161953081,4.019381523748645,5.523458920524919,3.914021008090819,4.270695952029551,5.117993812416755,4.42484663185681,0.691153161953081,4.137164559405029])",1.0
F157,attorney statement act thank know. painting huge dark structure. admit real true. — shocking claims government cover-up surface internet.,"(10000,[503,697,843,1034,1687,2198,2259,4853,5392,5493,5850,6928,7281,7936,8338,8714,9691,9813,9817],[0.691153161953081,4.019381523748645,4.830311739964974,4.607168188650764,4.607168188650764,3.914021008090819,2.7826188965997183,4.42484663185681,4.830311739964974,5.117993812416755,0.691153161953081,5.117993812416755,0.6792718340663283,0.691153161953081,0.691153161953081,4.42484663185681,4.137164559405029,2.997730276216664,4.019381523748645])",0.0
F117,rate doctor window difficult star never. — shocking claims hoax surface internet.,"(10000,[253,503,777,1712,2403,4377,5170,5850,7040,7281,7936,8338],[4.019381523748645,0.691153161953081,4.137164559405029,4.019381523748645,4.607168188650764,2.60568818844064,4.019381523748645,0.691153161953081,5.117993812416755,0.6792718340663283,0.691153161953081,0.691153161953081])",0.0
F173,piece result involve first particularly about. whatever young rich realize. trip meet probably feel door box field. — shocking claims secret cure surface internet.,"(10000,[399,503,2176,2297,2710,3115,3132,3133,3892,4847,5782,5850,6212,6271,6403,6443,6747,7281,7695,7809,7922,7936,8338,9940],[4.42484663185681,0.691153161953081,4.42484663185681,3.7316994512968646,4.830311739964974,4.830311739964974,5.117993812416755,4.607168188650764,2.5530444549552183,3.8187108282864943,3.914021008090819,0.691153161953081,4.270695952029551,3.914021008090819,4.42484663185681,4.019381523748645,2.5530444549552183,0.6792718340663283,4.42484663185681,4.42484663185681,4.607168188650764,0.691153161953081,0.691153161953081,4.270695952029551])",0.0
F024,young situation follow. start actually central rather bed. audience forget analysis. — shocking claims aliens surface internet.,"(10000,[503,650,1312,2837,2996,3136,5850,6421,6447,7146,7281,7809,7870,7936,8338,8928,9166],[0.691153161953081,2.958509563063383,4.830311739964974,4.42484663185681,3.8187108282864943,4.270695952029551,0.691153161953081,5.117993812416755,4.137164559405029,4.42484663185681,0.6792718340663283,4.42484663185681,3.914021008090819,0.691153161953081,0.691153161953081,4.607168188650764,5.523458920524919])",0.0
F096,party seem seven avoid recent outside. citizen growth money. condition raise design necessary record. — shocking claims celebrity scandal surface internet.,"(10000,[8,25,320,503,924,1379,1388,2588,3486,3527,3922,4921,5328,5591,5850,7281,7850,7936,7954,7979,8338],[3.8187108282864943,5.117993812416755,3.577548771469606,0.691153161953081,5.117993812416755,4.137164559405029,4.607168188650764,4.42484663185681,2.849310271098391,4.019381523748645,3.914021008090819,2.849310271098391,3.5085558999826545,4.019381523748645,0.691153161953081,0.6792718340663283,4.137164559405029,0.691153161953081,5.117993812416755,4.270695952029551,0.691153161953081])",0.0
R247,sing parent choose money right ten. experts discuss ongoing developments public health.,"(10000,[1770,1790,3614,4506,4687,6103,6219,6451,9415,9462,9706,9932],[2.7826188965997183,4.42484663185681,0.691153161953081,0.691153161953081,0.691153161953081,3.6516567436233283,3.0811118851557153,3.8187108282864943,5.523458920524919,0.691153161953081,4.270695952029551,4.42484663185681])",1.0
F226,ability organization inside room interest attention. imagine half hot whether whether note hear. draw tv fast economic ok. — shocking claims government cover-up surface internet.,"(10000,[70,286,494,503,1364,1780,2259,3406,3681,4547,5301,5553,5850,7281,7936,8167,8203,8338,9066,9144,9263,9693,9813,9909],[4.42484663185681,5.117993812416755,3.914021008090819,0.691153161953081,4.42484663185681,4.830311739964974,2.7826188965997183,7.3033134872466565,4.270695952029551,4.42484663185681,4.019381523748645,5.117993812416755,0.691153161953081,0.6792718340663283,0.691153161953081,3.914021008090819,5.117993812416755,0.691153161953081,4.019381523748645,2.7508701982851385,4.270695952029551,3.6516567436233283,2.997730276216664,4.137164559405029])",0.0
F100,give lead minute notice. across hand lay different indicate. man professor much contain young else. vote study stuff cause peace suddenly. — shocking claims flat earth surface internet.,"(10000,[316,503,524,2041,2543,2569,2918,3357,3423,3783,4224,4475,4528,5356,5850,6683,6697,7074,7281,7366,7493,7722,7809,7936,8338,9214,9676,9757],[4.137164559405029,0.691153161953081,4.019381523748645,4.607168188650764,3.2721671219184243,3.5085558999826545,3.0385522707369192,4.137164559405029,3.8187108282864943,4.270695952029551,4.42484663185681,4.42484663185681,5.523458920524919,4.607168188650764,0.691153161953081,4.42484663185681,4.137164559405029,3.4440173788450834,0.6792718340663283,5.117993812416755,4.019381523748645,4.42484663185681,4.42484663185681,0.691153161953081,0.691153161953081,4.270695952029551,3.0385522707369192,5.117993812416755])",0.0
F246,hand hot set address debate. — shocking claims government cover-up surface internet.,"(10000,[503,2259,3423,3479,4454,5342,5850,7281,7936,8338,9693,9813],[0.691153161953081,2.7826188965997183,3.8187108282864943,4.607168188650764,3.914021008090819,4.137164559405029,0.691153161953081,0.6792718340663283,0.691153161953081,0.691153161953081,3.6516567436233283,2.997730276216664])",0.0
F183,role consumer send reflect father. house often sign final fall. word focus state hit mission. — shocking claims aliens surface internet.,"(10000,[7,503,650,1653,1808,3350,3488,3519,3931,4489,5321,5523,5836,5850,6756,7281,7936,8252,8338,9132,9475],[4.42484663185681,0.691153161953081,2.958509563063383,4.019381523748645,4.137164559405029,3.914021008090819,5.523458920524919,4.137164559405029,3.914021008090819,5.117993812416755,4.019381523748645,4.137164559405029,3.8187108282864943,0.691153161953081,3.577548771469606,0.6792718340663283,0.691153161953081,4.270695952029551,0.691153161953081,5.523458920524919,3.8187108282864943])",0.0
R063,see surface clearly part whatever use. thing term fill often stay court stop. recently team six star. experts discuss ongoing developments policy.,"(10000,[7,433,468,2034,2188,3614,3857,4506,4568,4687,5354,5401,6097,6917,6944,7281,7695,8238,8740,9021,9462,9727],[4.42484663185681,3.8187108282864943,4.137164559405029,4.137164559405029,3.914021008090819,0.691153161953081,4.270695952029551,0.691153161953081,4.607168188650764,0.691153161953081,4.270695952029551,4.42484663185681,4.607168188650764,5.117993812416755,2.8154087194227095,0.6792718340663283,4.42484663185681,4.137164559405029,4.270695952029551,4.42484663185681,0.691153161953081,4.270695952029551])",1.0
R005,world somebody. particularly shake address green. adult nation international. serious require design. experts discuss ongoing developments election.,"(10000,[72,1117,2180,2886,3556,3614,4014,4454,4506,4687,6443,7016,7425,8449,8741,9360,9462],[4.270695952029551,4.42484663185681,3.914021008090819,5.523458920524919,2.8844015909096608,0.691153161953081,4.270695952029551,3.914021008090819,0.691153161953081,0.691153161953081,4.019381523748645,5.117993812416755,5.117993812416755,4.137164559405029,5.117993812416755,3.914021008090819,0.691153161953081])",1.0
R084,fall wrong. western former beyond. establish check clear. sport best note however thank. experts discuss ongoing developments election.,"(10000,[142,524,763,798,911,1401,2923,3556,3614,3729,3901,4160,4506,4687,4905,8278,9462,9909],[5.117993812416755,4.019381523748645,4.137164559405029,4.607168188650764,4.137164559405029,5.523458920524919,3.914021008090819,2.8844015909096608,0.691153161953081,3.914021008090819,4.42484663185681,4.137164559405029,0.691153161953081,0.691153161953081,5.117993812416755,4.270695952029551,0.691153161953081,4.137164559405029])",1.0
R124,home major continue enjoy protect figure. bed drive heart little know. allow probably leader weight statement. natural speak article fire government. experts discuss ongoing developments education.,"(10000,[743,843,1058,1526,1590,1702,1805,2297,3365,3548,3614,4247,4506,4687,4732,4835,4988,5047,5191,5710,6325,7235,8004,9462,9497,9808],[3.914021008090819,4.830311739964974,4.42484663185681,4.607168188650764,3.7316994512968646,4.270695952029551,4.42484663185681,3.7316994512968646,4.137164559405029,4.830311739964974,0.691153161953081,5.117993812416755,0.691153161953081,0.691153161953081,4.270695952029551,4.607168188650764,4.270695952029551,2.6330871626287546,3.6516567436233283,4.607168188650764,4.270695952029551,4.137164559405029,4.830311739964974,0.691153161953081,3.914021008090819,4.019381523748645])",1.0
R118,fine mean page moment. event mr daughter get. raise far dark school debate analysis. war someone material page conference meeting event their. experts discuss ongoing developments research.,"(10000,[20,697,909,2147,2647,2679,2827,3231,3527,3614,3671,4096,4108,4158,4506,4687,5657,6421,6431,7066,7623,7728,8276,8719,9462],[4.137164559405029,4.019381523748645,4.019381523748645,5.117993812416755,4.607168188650764,3.914021008090819,8.84969326371362,4.42484663185681,4.019381523748645,0.691153161953081,4.019381523748645,5.523458920524919,4.830311739964974,4.270695952029551,0.691153161953081,0.691153161953081,4.019381523748645,5.117993812416755,3.7316994512968646,2.849310271098391,3.7316994512968646,8.84969326371362,4.019381523748645,4.270695952029551,0.691153161953081])",1.0
F001,sea top town usually economy state various. rate group notice education line agree beautiful. media add player western. — shocking claims aliens surface internet.,"(10000,[217,253,503,650,870,1182,1209,1525,1808,2990,3497,4715,5328,5530,5850,6584,6604,6925,7281,7766,7936,8338,9617,9887],[3.914021008090819,4.019381523748645,0.691153161953081,2.958509563063383,5.523458920524919,5.117993812416755,3.8187108282864943,4.137164559405029,4.137164559405029,4.270695952029551,4.42484663185681,3.8187108282864943,3.5085558999826545,4.607168188650764,0.691153161953081,5.523458920524919,4.137164559405029,4.607168188650764,0.6792718340663283,4.019381523748645,0.691153161953081,0.691153161953081,5.117993812416755,4.137164559405029])",0.0
F007,goal part life senior. boy clear know room security current. pressure board sell red. — shocking claims immortal jellyfish surface internet.,"(10000,[157,494,503,1611,2066,2634,3477,4485,5089,5661,5850,6000,7281,7454,7779,7936,8338,8438,8740,9876,9948],[4.019381523748645,3.914021008090819,0.691153161953081,4.830311739964974,2.7508701982851385,4.42484663185681,4.42484663185681,4.270695952029551,4.019381523748645,3.914021008090819,0.691153161953081,3.577548771469606,0.6792718340663283,4.607168188650764,3.383392757028649,0.691153161953081,0.691153161953081,5.117993812416755,4.270695952029551,2.7508701982851385,4.830311739964974])",0.0
F046,reduce decision relationship. deep total admit trip operation hundred. since four class top fill. — shocking claims mind control surface internet.,"(10000,[453,503,1208,1243,1320,1762,2193,3184,4007,5328,5782,5850,5922,6279,6287,7281,7692,7936,8159,8338,8714],[3.8187108282864943,0.691153161953081,2.7200985396183848,4.019381523748645,4.830311739964974,4.270695952029551,3.8187108282864943,2.849310271098391,4.42484663185681,3.5085558999826545,3.914021008090819,0.691153161953081,4.42484663185681,3.8187108282864943,4.42484663185681,0.6792718340663283,5.523458920524919,0.691153161953081,3.7316994512968646,0.691153161953081,4.42484663185681])",0.0
R103,rest thus indicate subject actually. market threat example home. experts discuss ongoing developments research.,"(10000,[2657,2708,3614,3888,4506,4687,5684,5861,6485,7066,8070,8655,9462,9606],[3.914021008090819,3.2721671219184243,0.691153161953081,5.523458920524919,0.691153161953081,0.691153161953081,4.270695952029551,5.523458920524919,4.830311739964974,2.849310271098391,4.270695952029551,4.42484663185681,0.691153161953081,3.8187108282864943])",1.0
R037,newspaper look guess activity. head less agent mother star. check treatment trial language contain another. experts discuss ongoing developments budget report.,"(10000,[354,1064,1195,1716,3238,3410,3614,3901,4506,4687,4991,5016,5432,6097,7417,7493,7963,8015,8660,9462,9939],[4.270695952029551,4.270695952029551,3.8187108282864943,4.137164559405029,4.019381523748645,4.270695952029551,0.691153161953081,4.42484663185681,0.691153161953081,0.691153161953081,2.6330871626287546,4.137164559405029,2.7200985396183848,4.607168188650764,5.523458920524919,4.019381523748645,4.137164559405029,4.270695952029551,3.914021008090819,0.691153161953081,3.914021008090819])",1.0
F193,child reality read choice spring around. congress read return. scene talk really about. forward writer trip exist let baby describe. — shocking claims secret cure surface internet.,"(10000,[503,680,1348,1644,2176,3892,4112,5782,5844,5850,6053,6257,6602,6747,6906,7244,7281,7309,7650,7936,8267,8338,8411,8684,8728,8925],[0.691153161953081,3.7316994512968646,4.42484663185681,4.830311739964974,4.42484663185681,2.5530444549552183,4.607168188650764,3.914021008090819,3.8187108282864943,0.691153161953081,4.019381523748645,4.607168188650764,4.607168188650764,2.5530444549552183,4.42484663185681,3.8187108282864943,0.6792718340663283,4.830311739964974,9.214336377301528,0.691153161953081,4.270695952029551,0.691153161953081,3.2721671219184243,5.523458920524919,3.6516567436233283,4.607168188650764])",0.0
R166,serious behavior test government according. long continue model. experts discuss ongoing developments election.,"(10000,[735,743,1117,2259,3556,3614,4506,4687,6586,8904,9156,9462,9907],[3.8187108282864943,3.914021008090819,4.42484663185681,2.7826188965997183,2.8844015909096608,0.691153161953081,0.691153161953081,0.691153161953081,4.137164559405029,3.577548771469606,4.270695952029551,0.691153161953081,5.523458920524919])",1.0
F017,simple black successful attention small still. career close fight system pay. top street continue memory possible level food thought. — shocking claims immortal jellyfish surface internet.,"(10000,[222,503,743,1499,1649,1676,1948,2066,2526,2913,3144,3497,3684,3996,4461,4930,5328,5659,5850,6100,6941,7281,7936,8338,8653,9876],[4.137164559405029,0.691153161953081,3.914021008090819,3.914021008090819,5.523458920524919,5.117993812416755,4.019381523748645,2.7508701982851385,4.830311739964974,3.7316994512968646,4.270695952029551,4.42484663185681,3.7316994512968646,3.914021008090819,5.117993812416755,4.019381523748645,3.5085558999826545,5.117993812416755,0.691153161953081,4.42484663185681,4.42484663185681,0.6792718340663283,0.691153161953081,0.691153161953081,4.270695952029551,2.7508701982851385])",0.0
R008,camera free treatment kitchen plant. game republican magazine add blue sense product. good rest kid year line. experts discuss ongoing developments economic growth.,"(10000,[756,1073,1650,2115,2708,3614,3723,4270,4506,4616,4687,5447,5768,6168,7178,8015,8413,8899,8975,9034,9144,9462,9887],[4.42484663185681,4.137164559405029,4.830311739964974,5.117993812416755,3.2721671219184243,0.691153161953081,4.42484663185681,5.523458920524919,0.691153161953081,4.019381523748645,0.691153161953081,3.577548771469606,4.137164559405029,4.607168188650764,4.830311739964974,4.270695952029551,3.4440173788450834,4.42484663185681,4.42484663185681,2.8154087194227095,2.7508701982851385,0.691153161953081,4.137164559405029])",1.0
F071,system economy american realize. exactly treat others upon live simple. daughter financial watch speech finally class road. — shocking claims celebrity scandal surface internet.,"(10000,[217,493,502,503,1817,1831,2096,2708,2710,3486,3996,4007,4805,4921,5850,6735,6940,7281,7407,7623,7652,7936,8338,8750],[3.914021008090819,4.019381523748645,4.42484663185681,0.691153161953081,3.7316994512968646,5.117993812416755,4.607168188650764,3.2721671219184243,4.830311739964974,2.849310271098391,3.914021008090819,4.42484663185681,5.523458920524919,2.849310271098391,0.691153161953081,3.914021008090819,4.42484663185681,0.6792718340663283,4.137164559405029,3.7316994512968646,4.019381523748645,0.691153161953081,0.691153161953081,4.137164559405029])",0.0
F028,behind keep clearly soldier. employee response wrong base lot beyond. — shocking claims mind control surface internet.,"(10000,[142,503,939,1208,2445,3184,4346,4943,5850,6512,6548,7281,7936,8173,8238,8338,9594],[5.117993812416755,0.691153161953081,5.523458920524919,2.7200985396183848,4.42484663185681,2.849310271098391,4.270695952029551,4.270695952029551,0.691153161953081,4.830311739964974,4.42484663185681,0.6792718340663283,0.691153161953081,3.577548771469606,4.137164559405029,0.691153161953081,4.019381523748645])",0.0
F227,fast finally away water different. finish land entire forget such. — shocking claims immortal jellyfish surface internet.,"(10000,[503,1817,2066,2589,3409,3629,3737,5850,6578,7146,7148,7281,7936,8338,8824,9263,9876],[0.691153161953081,3.7316994512968646,2.7508701982851385,4.019381523748645,5.117993812416755,4.830311739964974,4.42484663185681,0.691153161953081,3.914021008090819,4.42484663185681,4.019381523748645,0.6792718340663283,0.691153161953081,0.691153161953081,4.137164559405029,4.270695952029551,2.7508701982851385])",0.0
R200,group least child rich among. value throughout purpose history agency protect claim social. experts discuss ongoing developments public health.,"(10000,[765,1634,1770,2071,3614,4506,4687,4847,5948,6212,6219,6543,7235,7244,7403,7766,8089,8937,9462],[4.42484663185681,4.019381523748645,2.7826188965997183,5.523458920524919,0.691153161953081,0.691153161953081,0.691153161953081,3.8187108282864943,3.914021008090819,4.270695952029551,3.0811118851557153,3.577548771469606,4.137164559405029,3.8187108282864943,4.42484663185681,4.019381523748645,4.270695952029551,4.42484663185681,0.691153161953081])",1.0
R225,center education prevent course everyone read. body require usually follow yes miss. experts discuss ongoing developments climate change.,"(10000,[821,841,1480,2059,2990,3252,3614,3652,4506,4687,5044,5530,6961,8449,8893,9367,9459,9462],[2.849310271098391,4.019381523748645,3.914021008090819,2.6902455764687034,4.270695952029551,4.830311739964974,0.691153161953081,4.137164559405029,0.691153161953081,0.691153161953081,4.607168188650764,4.607168188650764,5.523458920524919,4.137164559405029,3.7316994512968646,4.42484663185681,4.830311739964974,0.691153161953081])",1.0
R062,discussion brother number international business different leave. beautiful seat market also conference reveal popular. experts discuss ongoing developments budget report.,"(10000,[47,188,291,1273,1507,1769,2657,3614,3792,4506,4687,4991,5315,5374,5432,5657,6683,7786,8519,9462],[3.6516567436233283,4.607168188650764,4.607168188650764,3.8187108282864943,4.270695952029551,5.117993812416755,3.914021008090819,0.691153161953081,4.42484663185681,0.691153161953081,0.691153161953081,2.6330871626287546,4.270695952029551,4.270695952029551,2.7200985396183848,4.019381523748645,4.42484663185681,5.117993812416755,4.270695952029551,0.691153161953081])",1.0
F033,help medical available bank media. stage movie want result. product marriage yard wish able. — shocking claims hoax surface internet.,"(10000,[30,424,447,495,503,1439,2475,3248,4377,5850,6229,7281,7670,7712,7936,8268,8338,8730,8982,9347],[4.42484663185681,4.019381523748645,4.270695952029551,4.830311739964974,0.691153161953081,4.270695952029551,5.117993812416755,5.523458920524919,2.60568818844064,0.691153161953081,4.270695952029551,0.6792718340663283,5.117993812416755,4.137164559405029,0.691153161953081,3.7316994512968646,0.691153161953081,5.117993812416755,4.830311739964974,4.42484663185681])",0.0
F012,station maybe old miss always. without approach surface start receive bit. — shocking claims hoax surface internet.,"(10000,[503,1071,1595,2996,3095,4043,4377,4617,4818,5850,6816,7083,7281,7936,8338,8415],[0.691153161953081,3.577548771469606,5.523458920524919,3.8187108282864943,4.019381523748645,3.6516567436233283,2.60568818844064,4.137164559405029,4.42484663185681,0.691153161953081,5.523458920524919,4.270695952029551,1.3585436681326566,0.691153161953081,0.691153161953081,4.019381523748645])",0.0
